Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Brashard Smith (40935034),Brashard Smith,40935034,FLEX,2400,KC@DAL 11/27/2025 04:30PM ET,KC,3.98
TE,Luke Schoonmaker (40935091),Luke Schoonmaker,40935091,CPT,2400,KC@DAL 11/27/2025 04:30PM ET,DAL,1.3
WR,JuJu Smith-Schuster (40935035),JuJu Smith-Schuster,40935035,FLEX,2200,KC@DAL 11/27/2025 04:30PM ET,KC,5.63
RB,Clyde Edwards-Helaire (40935092),Clyde Edwards-Helaire,40935092,CPT,2100,KC@DAL 11/27/2025 04:30PM ET,KC,2.1
TE,Noah Gray (40935036),Noah Gray,40935036,FLEX,2000,KC@DAL 11/27/2025 04:30PM ET,KC,2.66
RB,Malik Davis (40935093),Malik Davis,40935093,CPT,1800,KC@DAL 11/27/2025 04:30PM ET,DAL,1
TE,Luke Schoonmaker (40935037),Luke Schoonmaker,40935037,FLEX,1600,KC@DAL 11/27/2025 04:30PM ET,DAL,1.3
WR,Jalen Tolbert (40935094),Jalen Tolbert,40935094,CPT,1500,KC@DAL 11/27/2025 04:30PM ET,DAL,3.92
RB,Clyde Edwards-Helaire (40935038),Clyde Edwards-Helaire,40935038,FLEX,1400,KC@DAL 11/27/2025 04:30PM ET,KC,2.1
RB,Malik Davis (40935039),Malik Davis,40935039,FLEX,1200,KC@DAL 11/27/2025 04:30PM ET,DAL,1
WR,Nikko Remigio (40935095),Nikko Remigio,40935095,CPT,1200,KC@DAL 11/27/2025 04:30PM ET,KC,0.38
WR,Jalen Tolbert (40935040),Jalen Tolbert,40935040,FLEX,1000,KC@DAL 11/27/2025 04:30PM ET,DAL,3.92
TE,Brevyn Spann-Ford (40935096),Brevyn Spann-Ford,40935096,CPT,900,KC@DAL 11/27/2025 04:30PM ET,DAL,1.2
WR,Nikko Remigio (40935041),Nikko Remigio,40935041,FLEX,800,KC@DAL 11/27/2025 04:30PM ET,KC,0.38
TE,Brevyn Spann-Ford (40935042),Brevyn Spann-Ford,40935042,FLEX,600,KC@DAL 11/27/2025 04:30PM ET,DAL,1.2
RB,Hunter Luepke (40935097),Hunter Luepke,40935097,CPT,600,KC@DAL 11/27/2025 04:30PM ET,DAL,1.96
RB,Hunter Luepke (40935043),Hunter Luepke,40935043,FLEX,400,KC@DAL 11/27/2025 04:30PM ET,DAL,1.96
RB,Jaydon Blue (40935098),Jaydon Blue,40935098,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,2
RB,Keaontay Ingram (40935099),Keaontay Ingram,40935099,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Carson Steele (40935101),Carson Steele,40935101,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Phil Mafah (40935102),Phil Mafah,40935102,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
RB,Elijah Mitchell (40935103),Elijah Mitchell,40935103,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jimmy Holiday (40935104),Jimmy Holiday,40935104,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jason Brownlee (40935105),Jason Brownlee,40935105,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jalen Cropper (40935106),Jalen Cropper,40935106,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Traeshon Holden (40935107),Traeshon Holden,40935107,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Parris Campbell (40935108),Parris Campbell,40935108,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Jalen Royals (40935109),Jalen Royals,40935109,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jonathan Mingo (40935110),Jonathan Mingo,40935110,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,Robert Tonyan (40935111),Robert Tonyan,40935111,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0.1
TE,Tre Watson (40935112),Tre Watson,40935112,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Jared Wiley (40935113),Jared Wiley,40935113,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Rivaldo Fairweather (40935114),Rivaldo Fairweather,40935114,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,James Winchester (40935115),James Winchester,40935115,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Princeton Fant (40935116),Princeton Fant,40935116,CPT,300,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,Jake Briningstool (40935117),Jake Briningstool,40935117,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Dameon Pierce (40935118),Dameon Pierce,40935118,CPT,300,KC@DAL 11/27/2025 04:30PM ET,KC,0.65
RB,Jaydon Blue (40935044),Jaydon Blue,40935044,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,2
RB,Keaontay Ingram (40935045),Keaontay Ingram,40935045,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Carson Steele (40935047),Carson Steele,40935047,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Phil Mafah (40935048),Phil Mafah,40935048,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
RB,Elijah Mitchell (40935049),Elijah Mitchell,40935049,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jimmy Holiday (40935050),Jimmy Holiday,40935050,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jason Brownlee (40935051),Jason Brownlee,40935051,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jalen Cropper (40935052),Jalen Cropper,40935052,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Traeshon Holden (40935053),Traeshon Holden,40935053,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Parris Campbell (40935054),Parris Campbell,40935054,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
WR,Jalen Royals (40935055),Jalen Royals,40935055,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
WR,Jonathan Mingo (40935056),Jonathan Mingo,40935056,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,Robert Tonyan (40935057),Robert Tonyan,40935057,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0.1
TE,Tre Watson (40935058),Tre Watson,40935058,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Jared Wiley (40935059),Jared Wiley,40935059,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Rivaldo Fairweather (40935060),Rivaldo Fairweather,40935060,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,James Winchester (40935061),James Winchester,40935061,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
TE,Princeton Fant (40935062),Princeton Fant,40935062,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,DAL,0
TE,Jake Briningstool (40935063),Jake Briningstool,40935063,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0
RB,Dameon Pierce (40935064),Dameon Pierce,40935064,FLEX,200,KC@DAL 11/27/2025 04:30PM ET,KC,0.65
